Duplicate 1	Duplicate 2	Ka	Ks	Ka/Ks	P-Value
Glyma.05G083200	Glyma.13G360900	0.0480163	0.0575909	0.833748	0.651397
Glyma.05G083300	Glyma.04G027700	0.224775	1.46104	0.153845	5.67647e-29
Glyma.05G083500	Glyma.12G117600	0.163663	0.353034	0.463589	3.78547e-05
Glyma.05G083700	Glyma.10G142700	0.267862	2.75524	0.0972194	3.57173e-11
Glyma.05G083800	Glyma.13G137400	0.106485	2.849	0.0373764	3.12421e-28
Glyma.05G084300	Glyma.17G175900	0.019098	0.101339	0.188457	5.11777e-13
Glyma.05G085300	Glyma.02G175200	0.163009	0.501602	0.324977	3.84858e-08
Glyma.05G085400	Glyma.17G169400	0.0252549	0.0896675	0.281651	2.58116e-11
Glyma.05G085500	Glyma.17G169300	0.0346533	0.232114	0.149294	1.45732e-25
Glyma.05G085600	Glyma.15G257500	0.263978	0.562623	0.469191	3.8192e-05
Glyma.05G085700	Glyma.17G169200	0.0221029	0.187357	0.117972	3.14203e-13
Glyma.05G085800	Glyma.15G090300	0.386621	4.00245	0.096596	1.27082e-09
Glyma.05G085900	Glyma.08G329300	0.0644398	0.290297	0.221979	0.00188717
Glyma.05G086000	Glyma.19G180300	0.089539	0.184306	0.485816	0.0238572
Glyma.05G086200	Glyma.19G230000	0.148116	0.377548	0.392311	0.00182324
Glyma.05G086400	Glyma.14G136900	0.0112472	0.0335745	0.334992	0.0582554
Glyma.05G086600	Glyma.05G157900	0.38483	3.30062	0.116593	2.29661e-18
Glyma.05G087200	Glyma.06G315100	0.0685642	0.108566	0.631544	0.0784494
Glyma.05G087400	Glyma.06G315900	0.0262352	0.0895827	0.29286	3.31472e-06
Glyma.05G087600	Glyma.19G121100	0.146851	0.401327	0.365912	5.66859e-12
Glyma.05G087700	Glyma.20G164400	0.027941	0.0175542	1.5917	0.70477
Glyma.05G087800	Glyma.08G012200	0.0300184	NA	NA	NA
Glyma.05G087900	Glyma.20G007900	0.00991098	0.0170896	0.579942	0.532353
Glyma.05G088000	Glyma.07G088500	0.617371	4.46238	0.13835	4.13089e-49
Glyma.05G088100	Glyma.13G082300	0.453362	3.99924	0.113362	4.92336e-42
Glyma.05G088300	Glyma.13G251000	0.287818	0.593998	0.484543	5.91293e-06
Glyma.05G088400	Glyma.16G038200	0.184372	1.78223	0.10345	5.28932e-79
Glyma.05G088500	Glyma.08G235000	0.26652	0.539689	0.49384	0.00150773
Glyma.05G088600	Glyma.16G105500	0.426611	0.851818	0.500824	0.000598135
Glyma.05G089100	Glyma.11G070700	0.638719	3.81445	0.167447	3.60569e-19
Glyma.05G089200	Glyma.19G116400	0.287755	2.24431	0.128215	2.75335e-76
Glyma.05G090000	Glyma.08G313900	0.559397	3.23296	0.173029	1.09395e-20
Glyma.05G090200	Glyma.11G088400	0.105193	0.190112	0.553322	0.0583773
Glyma.05G090300	Glyma.05G195300	0.133077	0.123083	1.0812	0.692022
Glyma.05G090400	Glyma.17G176400	0.0228736	0.121207	0.188715	8.11247e-13
Glyma.05G090500	Glyma.17G176300	0.012541	0.0817782	0.153354	9.02497e-26
Glyma.05G090600	Glyma.17G176200	0.0246181	0.144116	0.170821	2.60844e-08
Glyma.05G090700	Glyma.03G172200	0.0181693	NA	NA	NA
Glyma.05G090900	Glyma.01G184300	0.110193	0.673293	0.163662	1.19673e-40
Glyma.05G091000	Glyma.09G262900	0.0484533	0.0943343	0.513634	0.30483
Glyma.05G091300	Glyma.02G046400	0.607345	0.886282	0.685273	0.0889858
Glyma.05G091600	Glyma.15G257500	0.112265	0.308684	0.363688	0.000720098
Glyma.05G091700	Glyma.05G167100	0.201692	0.329446	0.612215	0.0448953
Glyma.05G092600	Glyma.10G263300	0.0889527	0.383172	0.232148	1.28732e-07
Glyma.05G092800	Glyma.17G169800	0.0379641	0.246235	0.154179	2.35289e-07
Glyma.05G093200	Glyma.01G107400	0.385847	3.43379	0.112368	1.61712e-27
Glyma.05G093700	Glyma.20G103800	0.0120671	0.0444697	0.271355	0.119872
Glyma.05G093900	Glyma.07G188800	0.128574	0.740772	0.173568	0.000147899
Glyma.05G094600	Glyma.08G092800	0.0780594	0.0616782	1.26559	0.494218
Glyma.05G095000	Glyma.13G149800	0.0298112	0.0528908	0.563638	0.186982
Glyma.05G095100	Glyma.02G265500	0.383895	0.576022	0.666459	0.226416
Glyma.05G095400	Glyma.18G024600	0.0398398	0.077578	0.513546	0.249596
Glyma.05G095600	Glyma.08G147500	0.194835	0.249009	0.78244	0.385711
Glyma.05G096700	Glyma.11G208100	0.0639043	0.0893021	0.715596	0.296065
Glyma.05G097500	Glyma.19G180600	0.0315414	0.0411004	0.767424	0.606667
Glyma.05G097700	Glyma.03G185400	0.0984295	0.313317	0.314153	2.44252e-06
Glyma.05G097900	Glyma.17G137800	0.0617871	0.164233	0.376217	0.0117187
Glyma.05G098000	Glyma.19G190100	0.149053	0.189028	0.788523	0.352685
Glyma.05G098400	Glyma.07G044900	0.0213605	0.0126263	1.69174	0.82889
Glyma.05G098500	Glyma.20G047000	0.0728991	0.221609	0.328954	1.09921e-05
Glyma.05G098600	Glyma.13G347700	0.0612958	0.21086	0.290695	2.83191e-06
Glyma.05G099100	Glyma.09G185400	0.0437059	0.224137	0.194997	0.00271657
Glyma.05G099400	Glyma.20G179900	0.195954	0.62989	0.311093	6.76277e-05
Glyma.05G099600	Glyma.05G119200	0.0710752	0.150841	0.471193	0.117319
Glyma.05G100100	Glyma.13G325600	0.0826861	0.423277	0.195347	0.000138346
Glyma.05G100200	Glyma.11G226200	0.138636	0.168823	0.82119	0.464088
Glyma.05G100300	Glyma.20G072800	0.0357119	0.0844342	0.422956	6.77064e-05
Glyma.05G100600	Glyma.17G133500	0.10386	0.110155	0.942856	0.893086
Glyma.05G101100	Glyma.01G176000	0.0868495	0.139158	0.624105	0.0312231
Glyma.05G101400	Glyma.05G023900	0.0177002	NA	NA	NA
Glyma.05G101500	Glyma.07G016500	0.0273815	0.0717208	0.381779	0.0167626
Glyma.05G101600	Glyma.16G054200	0.286066	0.658378	0.434501	0.00358156
Glyma.05G102500	Glyma.10G270200	0.198936	0.73974	0.268927	7.87485e-07
Glyma.05G102600	Glyma.08G337000	0.0470609	0.0569865	0.825826	0.596889
Glyma.05G102700	Glyma.01G042300	0.171379	0.438154	0.391138	1.37723e-05
Glyma.05G104500	Glyma.17G058500	0.0488838	0.0876776	0.55754	0.253094
Glyma.05G106300	Glyma.17G160300	0.0336777	0.127115	0.264939	7.20008e-06
Glyma.05G106400	Glyma.20G164300	0.046868	0.389845	0.120222	5.7219e-06
Glyma.05G107900	Glyma.09G235900	0.0706293	0.32326	0.218491	3.51956e-05
Glyma.05G108100	Glyma.18G163300	0.0624279	0.0687699	0.907778	0.783054
Glyma.05G108300	Glyma.10G207500	0.166281	0.266224	0.624592	0.0108044
Glyma.05G108700	Glyma.07G126500	0.0568707	0.0617334	0.92123	0.84895
Glyma.05G109000	Glyma.11G125100	0.0631391	0.235342	0.268287	0.00543486
Glyma.05G109100	Glyma.10G008700	0.0147301	0.0636046	0.231589	0.0624493
Glyma.05G112800	Glyma.14G048900	0.237797	0.377236	0.630367	0.28732
Glyma.05G113800	Glyma.18G261600	0.267689	0.297946	0.89845	0.616499
Glyma.05G113900	Glyma.12G038200	0.213431	0.243663	0.875923	0.856062
Glyma.05G114100	Glyma.07G234500	0.513534	1.08084	0.475127	0.00358205
Glyma.05G114200	Glyma.13G217800	0.401116	1.14637	0.349902	4.12229e-07
Glyma.05G115900	Glyma.01G229800	0.269817	0.392559	0.687329	0.0992627
Glyma.05G116000	Glyma.13G045100	0.1723	0.300304	0.573751	0.0348295
Glyma.05G116100	Glyma.15G021400	0.181176	0.242185	0.748088	0.161293
Glyma.05G116300	Glyma.13G045100	0.0163059	0.15607	0.104478	1.2105e-14
Glyma.05G116400	Glyma.14G152900	0.147857	0.382695	0.386357	0.0848409
Glyma.05G119900	Glyma.08G074700	0.0294808	0.156577	0.188283	1.61485e-08
Glyma.05G122000	Glyma.08G079900	0.112089	0.293498	0.381908	1.7259e-09
Glyma.05G123100	Glyma.09G191800	0.185189	0.433287	0.427404	0.0288996
Glyma.05G126400	Glyma.09G217200	0.555043	4.73379	0.117251	5.8048e-118
Glyma.05G128600	Glyma.08G012100	0.0337642	0.0521827	0.647039	0.711436
Glyma.05G130400	Glyma.13G238800	0.737807	4.25392	0.173442	5.6685e-23
Glyma.05G130800	Glyma.02G206600	0.0710852	0.0765368	0.928771	0.781273
Glyma.05G131300	Glyma.13G037000	0.612443	4.08926	0.149769	1.51646e-20
Glyma.05G132700	Glyma.03G178400	0.653092	4.59313	0.142189	3.43973e-66
Glyma.05G137800	Glyma.15G090100	0.321969	1.51461	0.212575	2.58244e-30
Glyma.05G138200	Glyma.10G007700	0.34308	1.25712	0.27291	3.77104e-11
Glyma.05G140100	Glyma.13G250800	0.375941	2.40385	0.156391	3.81524e-15
Glyma.05G141100	Glyma.03G163000	0.0420762	0.207743	0.20254	6.52086e-05
Glyma.05G142500	Glyma.09G087200	0.0840427	0.753915	0.111475	2.50938e-60
Glyma.05G142700	Glyma.15G194800	0.120814	2.85349	0.0423391	2.66554e-21
Glyma.05G146100	Glyma.17G256200	0.488314	4.55096	0.107299	1.03198e-102
Glyma.05G149400	Glyma.10G177200	0.432845	1.00079	0.432505	1.40991e-05
Glyma.05G150900	Glyma.08G357100	0.168546	0.806902	0.20888	3.1919e-07
Glyma.05G151000	Glyma.11G111800	0.402685	4.71906	0.0853316	6.32795e-85
Glyma.05G156700	Glyma.13G131600	0.214928	1.45883	0.147328	2.58642e-09
Glyma.05G157000	Glyma.12G040600	0.302138	3.36831	0.0897003	7.68454e-23
Glyma.05G157100	Glyma.14G071500	0.0702883	1.68192	0.0417906	4.41616e-11
Glyma.05G157200	Glyma.04G029700	0.100047	3.98192	0.0251253	2.06489e-148
Glyma.05G157500	Glyma.19G202500	0.605344	4.56085	0.132726	3.58754e-37
Glyma.05G159500	Glyma.13G184600	0.213175	0.380582	0.560131	0.0603839
Glyma.05G160400	Glyma.10G140100	0.32227	0.535868	0.601399	0.116369
Glyma.05G163500	Glyma.02G141800	0.226354	2.56551	0.0882296	1.31533e-13
Glyma.05G168700	Glyma.04G214600	0.119319	0.189921	0.628258	0.192394
Glyma.05G169300	Glyma.08G033400	0.398898	1.90561	0.209328	3.28383e-20
Glyma.05G171500	Glyma.08G032700	0.501625	1.88192	0.26655	4.62657e-11
Glyma.05G171600	Glyma.05G009200	0.443121	4.23033	0.104748	6.19118e-66
Glyma.05G172900	Glyma.17G083700	0.0374736	0.0564259	0.664121	0.300955
Glyma.05G181100	Glyma.06G239500	0.468827	1.94786	0.240688	9.16438e-31
Glyma.05G188700	Glyma.18G266200	NA	2.19606	1.14366e-11	NA
Glyma.05G189200	Glyma.12G168800	0.848136	3.95157	0.214633	3.56556e-23
Glyma.05G193400	Glyma.19G155900	0.217819	0.406989	0.535197	0.0267536
Glyma.05G195200	Glyma.05G113200	0.166697	0.516081	0.323005	3.47437e-07
Glyma.05G196500	Glyma.07G153800	0.178219	2.41347	0.0738435	1.2431e-89
Glyma.05G207200	Glyma.08G013900	0.339441	1.06661	0.318243	0.000624921
Glyma.05G211300	Glyma.11G106300	0.291469	0.75987	0.383578	1.6179e-05
Glyma.05G218400	Glyma.19G131800	0.715003	4.08016	0.175239	2.45344e-24
Glyma.05G226300	Glyma.06G106200	0.0885907	0.187728	0.471909	0.0286185
Glyma.05G233800	Glyma.19G018600	0.423366	1.55111	0.272943	2.82324e-09
Glyma.05G236100	Glyma.15G071900	0.0833792	0.259117	0.321782	2.99656e-06
Glyma.05G239600	Glyma.08G046800	0.41477	0.41215	1.00636	0.666949
Glyma.05G239800	Glyma.08G046800	0.17693	0.17763	0.996061	0.809912
Glyma.05G240300	Glyma.05G008800	0.574287	4.57009	0.125662	3.30387e-42
Glyma.05G240800	Glyma.10G186300	0.0086243	0.131773	0.0654482	4.794e-05
Glyma.05G245400	Glyma.01G013600	0.0639426	0.0726424	0.880237	0.734902
Glyma.05G246600	Glyma.08G054800	0.0994677	0.248177	0.400793	2.30514e-06
Glyma.06G000900	Glyma.20G065900	0.089167	0.284832	0.313051	2.04585e-13
Glyma.06G001900	Glyma.13G152500	0.397391	1.63451	0.243126	2.80576e-31
Glyma.06G002200	Glyma.11G070700	0.824331	4.48802	0.183674	2.61016e-27
Glyma.06G002400	Glyma.20G132100	0.414361	4.57531	0.0905647	3.20207e-71
Glyma.06G004100	Glyma.04G004300	0.0709841	0.152739	0.464741	0.112647
Glyma.06G010000	Glyma.12G235600	0.351222	0.972007	0.361337	0.00119923
Glyma.06G010800	Glyma.04G010900	0.0478687	0.155995	0.306861	0.00348291
Glyma.06G011500	Glyma.04G011300	0.134062	0.309011	0.433841	0.000964184
Glyma.06G012300	Glyma.02G103900	0.319268	0.799567	0.399301	0.00055169
Glyma.06G020900	Glyma.02G271600	0.77229	2.11868	0.364515	2.07003e-13
Glyma.06G027300	Glyma.10G166700	0.127752	3.9753	0.0321364	0
Glyma.06G028800	Glyma.11G169700	0.0648686	0.159856	0.405794	0.0728655
Glyma.06G033400	Glyma.20G209800	NA	0.0122516	9.06184e-14	NA
Glyma.06G033500	Glyma.17G016400	0.0261273	0.0349701	0.747134	0.380146
Glyma.06G033600	Glyma.13G208000	0.29232	0.787029	0.371422	2.89547e-12
Glyma.06G034800	Glyma.01G016400	0.0516425	0.209658	0.246317	4.32043e-07
Glyma.06G036000	Glyma.20G008900	0.457592	3.27423	0.139756	7.86959e-37
Glyma.06G038100	Glyma.07G092600	0.0413901	0.151392	0.273397	0.00329304
Glyma.06G038200	Glyma.13G189400	0.22415	0.512189	0.437631	0.0344306
Glyma.06G038800	Glyma.10G182500	0.299667	0.846586	0.353972	0.00636731
Glyma.06G040500	Glyma.04G039300	0.027575	0.438501	0.0628847	4.75258e-09
Glyma.06G041400	Glyma.04G040200	0.0995164	0.445205	0.22353	1.83695e-20
Glyma.06G044500	Glyma.10G005100	0.454463	1.15715	0.392744	0.000255889
Glyma.06G046500	Glyma.14G194800	0.50178	4.38528	0.114424	2.20939e-56
Glyma.06G047400	Glyma.13G221900	0.199823	1.0114	0.197569	1.15475e-30
Glyma.06G055000	Glyma.12G055300	0.765029	4.07053	0.187943	1.34597e-15
Glyma.06G058200	Glyma.12G050900	0.496773	4.21148	0.117957	5.4005e-38
Glyma.06G060500	Glyma.08G015900	0.339004	2.0872	0.162421	7.50728e-08
Glyma.06G062400	Glyma.09G162100	0.103142	0.235801	0.43741	0.000707822
Glyma.06G062500	Glyma.02G003800	0.309706	0.857635	0.361117	0.00027177
Glyma.06G064300	Glyma.17G049300	0.628277	3.92428	0.1601	2.06465e-25
Glyma.06G070800	Glyma.02G312300	0.66523	3.56431	0.186636	7.31598e-22
Glyma.06G072800	Glyma.12G089300	0.533529	4.10807	0.129873	8.33894e-36
Glyma.06G080400	Glyma.16G022100	0.53065	4.35249	0.121919	6.24662e-37
Glyma.06G081700	Glyma.05G198600	0.436424	2.10577	0.207252	6.07622e-12
Glyma.06G084900	Glyma.13G215900	0.0961455	0.134365	0.715552	0.359597
Glyma.06G086700	Glyma.15G005500	0.432475	1.91156	0.226241	7.86412e-09
Glyma.06G089900	Glyma.02G033300	0.499169	1.07071	0.466202	0.00763405
Glyma.06G090000	Glyma.07G196500	0.0248087	0.0477579	0.519469	0.150794
Glyma.06G090900	Glyma.07G151600	0.619283	2.7858	0.222299	6.63479e-10
Glyma.06G095800	Glyma.20G144400	0.0895695	0.136823	0.654638	0.258355
Glyma.06G096400	Glyma.02G035900	0.0218268	0.350242	0.0623191	1.29313e-06
Glyma.06G098100	Glyma.16G195300	0.456103	1.52402	0.299277	2.27702e-19
Glyma.06G108700	Glyma.19G134700	0.52569	3.14446	0.16718	9.16269e-23
Glyma.06G113700	Glyma.01G236600	0.0837648	0.469557	0.178391	5.4195e-16
Glyma.06G116600	Glyma.10G264500	0.624813	4.30346	0.145188	2.4923e-33
Glyma.06G118400	Glyma.11G242800	0.5188	0.997796	0.519946	0.0205183
Glyma.06G123400	Glyma.01G033900	0.454164	1.53138	0.296571	4.94057e-19
Glyma.06G123900	Glyma.15G124600	0.477619	4.41519	0.108176	5.81736e-85
Glyma.06G126800	Glyma.07G247000	0.251306	0.480563	0.52294	2.11502e-05
Glyma.06G126900	Glyma.12G209200	0.634024	3.28997	0.192714	7.00953e-13
Glyma.06G128400	Glyma.05G217400	0.403298	3.45936	0.116581	4.58344e-22
Glyma.06G131900	Glyma.06G133300	0.450996	3.27365	0.137765	3.32523e-12
Glyma.06G136100	Glyma.04G228800	0.11618	0.149775	0.775693	0.470325
Glyma.06G139500	Glyma.13G063700	0.60304	5.11556	0.117884	1.42729e-83
Glyma.06G141800	Glyma.14G187400	0.0996639	0.573915	0.173656	1.4843e-16
Glyma.06G147200	Glyma.10G272700	0.269279	2.48216	0.108486	1.17111e-30
Glyma.06G151600	Glyma.20G140200	0.348089	0.761637	0.457028	0.000190712
Glyma.06G158600	Glyma.11G222700	0.665695	3.83231	0.173706	1.28621e-26
Glyma.06G159000	Glyma.13G034700	0.829891	3.91111	0.212188	1.65588e-35
Glyma.06G161800	Glyma.09G233900	0.395055	5.01361	0.0787965	3.04912e-38
Glyma.06G162000	Glyma.03G195900	0.329589	0.659723	0.499587	0.00466919
Glyma.06G163400	Glyma.11G164400	0.161554	0.237347	0.680667	0.337278
Glyma.06G164600	Glyma.18G159000	0.783399	3.68522	0.212579	1.37885e-27
Glyma.06G165100	Glyma.05G135000	0.193066	1.56986	0.122983	6.58114e-14
Glyma.06G167200	Glyma.19G139400	0.111046	0.386187	0.287544	7.33793e-26
Glyma.06G173500	Glyma.04G192300	0.0183772	0.118744	0.154763	1.78085e-31
Glyma.06G177100	Glyma.04G188600	0.205466	0.871676	0.235714	0.00224413
Glyma.06G178800	Glyma.04G187000	0.0628459	0.176134	0.356807	0.00198551
Glyma.06G180200	Glyma.04G185900	0.0577355	0.248834	0.232025	0.0490275
Glyma.06G181200	Glyma.17G037100	0.0345713	0.0831228	0.415907	0.0814495
Glyma.06G181700	Glyma.13G221900	0.14246	0.285637	0.498746	6.28561e-05
Glyma.06G184700	Glyma.15G081300	0.383789	2.62153	0.146399	4.45188e-16
Glyma.06G185500	Glyma.13G168600	0.0349998	0.167183	0.20935	6.09381e-11
Glyma.06G186100	Glyma.10G091000	0.408172	3.8635	0.105648	1.07026e-37
Glyma.06G188700	Glyma.12G154500	0.0355307	0.0550545	0.645374	0.563679
Glyma.06G189200	Glyma.20G205600	0.128658	0.384821	0.334332	0.000993922
Glyma.06G189300	Glyma.13G118500	0.0513987	0.0673662	0.762974	0.545167
Glyma.06G191600	Glyma.11G023300	0.118804	0.300846	0.394898	3.13069e-05
Glyma.06G192000	Glyma.16G164700	0.108804	0.429556	0.253294	2.41382e-05
Glyma.06G192900	Glyma.07G073500	0.0192152	0.0527921	0.36398	0.0492974
Glyma.06G196100	Glyma.20G010100	0.694766	2.92128	0.23783	1.03125e-12
Glyma.06G198300	Glyma.04G054800	0.522771	1.01999	0.512525	0.000112962
Glyma.06G198400	Glyma.12G008000	0.158468	0.280024	0.565907	0.224798
Glyma.06G198600	Glyma.19G114600	0.600705	2.9668	0.202476	2.41901e-09
Glyma.06G198700	Glyma.14G142800	0.0427673	0.0495782	0.862624	0.439957
Glyma.06G198900	Glyma.11G245000	0.0663954	0.0275453	2.41041	0.346486
Glyma.06G199000	Glyma.17G200700	0.739084	3.56875	0.207099	1.65157e-17
Glyma.06G199100	Glyma.13G208200	0.254916	0.91356	0.279035	0.000186113
Glyma.06G199300	Glyma.17G191200	0.0603109	0.0903199	0.667748	0.0879603
Glyma.06G199600	Glyma.U014700	0.549924	4.17497	0.131719	2.40856e-31
Glyma.06G200900	Glyma.16G038400	0.098617	0.475699	0.20731	2.42862e-05
Glyma.06G201700	Glyma.01G040900	0.0866853	0.381621	0.22715	4.42694e-36
Glyma.06G202500	Glyma.15G253800	0.550264	5.34035	0.103039	2.96162e-242
Glyma.06G203000	Glyma.06G207300	0.0305613	0.026311	1.16154	0.825411
Glyma.06G203400	Glyma.10G272800	0.102998	0.291357	0.353512	0.000441847
Glyma.06G205200	Glyma.10G159100	0.0379556	0.064286	0.590418	0.279318
Glyma.06G205300	Glyma.08G115700	0.108111	0.11756	0.919623	0.999782
Glyma.06G206100	Glyma.13G088700	0.134263	0.195872	0.685465	0.114729
Glyma.06G206300	Glyma.17G082100	0.0766703	0.122266	0.627078	0.271782
Glyma.06G206500	Glyma.17G121600	0.239838	0.387519	0.618907	0.0914239
Glyma.06G207200	Glyma.04G158100	0.0675083	0.196626	0.343333	1.3186e-05
Glyma.06G207400	Glyma.03G207500	0.0369879	0.0465838	0.794007	0.622722
Glyma.06G207500	Glyma.06G228800	0.0841523	0.227569	0.369788	0.0050937
Glyma.06G207700	Glyma.15G271800	0.323911	1.63534	0.19807	6.98328e-18
Glyma.06G207900	Glyma.02G022800	0.136296	0.458115	0.297515	0.000502887
Glyma.06G208700	Glyma.12G168000	0.0182898	0.0687416	0.266065	0.0242954
Glyma.06G209300	Glyma.12G100100	0.344042	0.635697	0.541205	0.000342777
Glyma.06G209500	Glyma.04G206700	0.836613	4.11989	0.203067	6.5046e-16
Glyma.06G210700	Glyma.01G012300	0.0912455	0.166424	0.548271	0.218668
Glyma.06G211800	Glyma.20G059900	0.0518548	0.239674	0.216356	1.73698e-19
Glyma.06G212100	Glyma.07G033400	0.647777	4.83723	0.133915	4.54646e-63
Glyma.06G212200	Glyma.20G063400	0.347854	0.376942	0.922833	0.807408
Glyma.06G212400	Glyma.18G244600	0.264751	0.485198	0.545656	0.0423292
Glyma.06G212500	Glyma.20G171800	0.125657	0.428803	0.293042	5.603e-06
Glyma.06G212600	Glyma.14G055500	0.0518401	0.149654	0.3464	0.0219145
Glyma.06G212700	Glyma.15G155900	0.165726	0.498954	0.332148	0.000676124
Glyma.06G212900	Glyma.04G061300	0.0869113	0.185312	0.468999	0.0127504
Glyma.06G213000	Glyma.04G150400	0.0390774	0.21126	0.184973	5.95558e-13
Glyma.06G213500	Glyma.03G178900	0.0859461	0.242187	0.354876	0.0298254
Glyma.06G213600	Glyma.17G149400	0.22064	1.66685	0.132369	1.43118e-15
Glyma.06G213700	Glyma.13G328000	0.538516	1.36507	0.394496	2.03014e-05
Glyma.06G213800	Glyma.20G063400	0.257114	0.368069	0.698549	0.186148
Glyma.06G213900	Glyma.11G147200	0.283339	0.634921	0.446259	0.00184474
Glyma.06G214000	Glyma.20G072800	0.0596597	0.117305	0.508586	0.00017094
Glyma.06G214200	Glyma.17G256100	0.0061753	0.0105254	0.586704	0.527546
Glyma.06G214300	Glyma.08G296300	0.342254	1.9251	0.177785	3.74739e-06
Glyma.06G214500	Glyma.16G003900	0.118072	0.213596	0.552781	0.0448242
Glyma.06G215000	Glyma.14G057400	0.0969363	0.083122	1.16619	0.642089
Glyma.06G215100	Glyma.02G014000	0.0104084	0.014872	0.699862	0.49329
Glyma.06G215300	Glyma.13G269800	0.044754	0.113384	0.394711	0.00130576
Glyma.06G215500	Glyma.06G229800	0.0820284	0.149455	0.548849	0.00161509
Glyma.06G215800	Glyma.01G086200	0.397377	3.93983	0.100861	1.70219e-31
Glyma.06G215900	Glyma.04G068500	0.295977	2.91676	0.101475	9.56224e-17
Glyma.06G216900	Glyma.02G077000	0.381481	1.28658	0.296507	0.00350599
Glyma.06G217200	Glyma.14G092800	0.933294	4.02161	0.23207	6.09141e-25
Glyma.06G217300	Glyma.01G188200	0.151555	0.138739	1.09238	0.557138
Glyma.06G217700	Glyma.04G146900	0.0577252	0.115329	0.500524	0.00471766
Glyma.06G217800	Glyma.15G168500	0.0379456	0.0516998	0.73396	0.468458
Glyma.06G218000	Glyma.18G205300	0.244422	0.467244	0.523115	0.00265637
Glyma.06G218300	Glyma.15G115500	0.689264	3.17847	0.216854	8.36463e-13
Glyma.06G218800	Glyma.04G247900	0.423049	1.72197	0.245677	3.39237e-05
Glyma.06G219500	Glyma.03G080400	0.0326959	0.0485338	0.673671	0.140904
Glyma.06G220000	Glyma.18G155000	0.294935	0.579596	0.508863	0.000248112
Glyma.06G220100	Glyma.04G101900	0.0767593	0.150681	0.509415	0.102969
Glyma.06G220200	Glyma.02G206300	0.143399	0.646848	0.221689	2.86008e-50
Glyma.06G220400	Glyma.10G087000	0.752539	3.94939	0.190546	7.27387e-17
Glyma.06G220500	Glyma.17G073300	0.122777	1.03461	0.11867	1.66524e-58
Glyma.06G220600	Glyma.02G255900	0.04882	0.151749	0.321715	0.0203493
Glyma.06G220800	Glyma.16G038500	0.722499	3.51379	0.205618	3.22743e-09
Glyma.06G220900	Glyma.13G158300	0.194457	1.05669	0.184026	1.90276e-24
Glyma.06G221000	Glyma.08G182200	0.6217	3.80342	0.163458	4.51757e-47
Glyma.06G221200	Glyma.19G128900	0.200267	1.42228	0.140807	1.70374e-23
Glyma.06G221700	Glyma.13G167100	0.103122	1.31524	0.0784049	5.67282e-33
Glyma.06G222200	Glyma.03G080400	0.0363464	0.104654	0.347303	4.92825e-07
Glyma.06G222400	Glyma.08G254200	0.269372	4.37185	0.061615	3.05923e-69
Glyma.06G222600	Glyma.19G202500	0.605753	4.43866	0.136472	6.34037e-32
Glyma.06G222800	Glyma.10G196900	0.702668	2.16714	0.324238	7.11501e-22
Glyma.06G222900	Glyma.06G229800	0.1311	0.259473	0.505253	1.97924e-06
Glyma.06G223100	Glyma.17G110800	0.497551	4.2924	0.115914	3.60154e-53
Glyma.06G223200	Glyma.03G014700	0.151118	0.196633	0.768529	0.457633
Glyma.06G223300	Glyma.09G156500	0.476801	3.74592	0.127285	5.37697e-50
Glyma.06G223700	Glyma.03G153100	0.930455	4.42946	0.21006	1.24649e-18
Glyma.06G223900	Glyma.13G093100	0.141717	0.879388	0.161154	4.24166e-38
Glyma.06G224000	Glyma.10G140100	0.604558	0.825137	0.732676	0.278932
Glyma.06G224200	Glyma.17G113300	0.150788	0.953411	0.158156	2.03425e-15
Glyma.06G226000	Glyma.17G173000	0.57281	3.90973	0.146509	8.805e-57
Glyma.06G226400	Glyma.03G146100	0.0311865	0.113263	0.275347	0.0162339
Glyma.06G226500	Glyma.05G049600	0.0634442	0.0909086	0.69789	0.422295
Glyma.06G226600	Glyma.16G011500	0.0807265	0.226366	0.356619	0.00596535
Glyma.06G226800	Glyma.19G108600	0.705703	3.46946	0.203404	4.19249e-11
Glyma.06G227300	Glyma.15G244200	0.244481	1.59508	0.153272	6.49621e-38
Glyma.06G227400	Glyma.15G244200	0.445027	1.54834	0.287421	4.74085e-11
Glyma.06G227700	Glyma.06G093000	0.798097	2.03357	0.392462	6.72261e-12
Glyma.06G227800	Glyma.10G179500	0.185845	0.332318	0.559238	0.000561063
Glyma.06G227900	Glyma.05G160900	0.551247	3.08215	0.178852	1.45232e-10
Glyma.06G228000	Glyma.02G013800	0.0672187	0.129181	0.520344	0.0651547
Glyma.06G228100	Glyma.15G163200	0.0602527	0.066752	0.902635	0.651525
Glyma.06G228700	Glyma.20G221000	1.10558	4.28768	0.257851	6.16102e-20
Glyma.06G229500	Glyma.10G090900	0.110101	1.82534	0.0603178	7.85704e-54
Glyma.06G231700	Glyma.01G166600	0.260443	1.39773	0.186333	4.41976e-05
Glyma.06G232500	Glyma.16G193500	0.0689555	0.106749	0.645962	0.173913
Glyma.06G233100	Glyma.12G172100	0.0500272	0.102683	0.487201	0.0868307
Glyma.06G233200	Glyma.04G234800	0.220096	0.512283	0.429638	3.03285e-05
Glyma.06G233500	Glyma.06G013100	0.0988748	0.224357	0.440702	0.00219475
Glyma.06G234100	Glyma.14G078500	0.0148503	0.664732	0.0223403	1.87915e-39
