Duplicate 1	Duplicate 2	Ka	Ks	Ka/Ks	P-Value
Glyma.06G260200	Glyma.06G260300	0.0633958	0.223838	0.283222	6.16548e-09
Glyma.06G260900	Glyma.06G261000	0.212664	1.57164	0.135314	1.17201e-59
Glyma.06G261000	Glyma.06G261100	0.137099	0.401414	0.34154	1.0641e-18
Glyma.06G261100	Glyma.06G261200	0.199666	1.47952	0.134953	2.81684e-61
Glyma.06G261200	Glyma.06G261300	0.367455	2.15087	0.17084	4.47496e-20
Glyma.06G261400	Glyma.06G261500	0.0335146	0.0287064	1.1675	0.552112
Glyma.06G261700	Glyma.06G261800	0.236149	0.490299	0.481641	0.00607389
Glyma.06G261900	Glyma.06G262000	0.1809	0.683399	0.264706	2.81421e-33
Glyma.06G262000	Glyma.06G262100	0.13271	0.328722	0.403716	4.85449e-14
Glyma.06G262300	Glyma.06G262400	0.0906613	0.225905	0.401324	1.85277e-11
Glyma.06G262400	Glyma.06G262500	0.0730782	0.219468	0.332979	0.00103267
Glyma.06G266200	Glyma.06G266300	0.106985	0.138899	0.770233	0.500448
Glyma.06G266300	Glyma.06G266400	0.099273	0.212087	0.468077	0.0778372
Glyma.06G269500	Glyma.06G269600	0.00382065	0.0854174	0.0447291	0
Glyma.06G271000	Glyma.06G271100	0.204088	0.225309	0.905816	0.723283
Glyma.06G272000	Glyma.06G272100	0.107397	0.143164	0.750167	0.811776
Glyma.06G272700	Glyma.06G272800	0.144991	0.352999	0.410742	0.00567451
Glyma.06G272800	Glyma.06G272900	0.127865	0.436548	0.2929	3.99439e-07
Glyma.06G273000	Glyma.06G273100	0.143794	0.289959	0.495911	0.0146928
Glyma.06G273100	Glyma.06G273200	0.137176	0.285159	0.481052	0.00873738
Glyma.06G273600	Glyma.06G273700	0.0948168	0.243485	0.389416	4.75159e-06
Glyma.06G276200	Glyma.06G276300	0.00657444	0.16691	0.0393892	5.78972e-08
Glyma.06G276500	Glyma.06G276600	0.100785	0.211397	0.476757	0.0561414
Glyma.06G276600	Glyma.06G276700	0.274149	0.435888	0.628944	0.126591
Glyma.06G277100	Glyma.06G277200	0.288484	3.22789	0.0893722	1.00189e-42
Glyma.06G278700	Glyma.06G278800	0.00554204	NA	NA	NA
Glyma.06G283400	Glyma.06G283500	0.079203	0.187278	0.422916	0.000275798
Glyma.06G283500	Glyma.06G283600	0.0877341	0.26144	0.33558	1.02228e-06
Glyma.06G286600	Glyma.06G286700	0.26214	0.587277	0.446365	1.14626e-06
Glyma.06G287300	Glyma.06G287400	0.0525993	0.187138	0.281072	0.0143731
Glyma.06G294100	Glyma.06G294200	0.118241	0.0568885	2.07847	0.000437786
Glyma.06G294300	Glyma.06G294400	0.265258	0.615968	0.430637	0.000197673
Glyma.06G294700	Glyma.06G294800	0.122505	0.170108	0.720158	0.113281
Glyma.06G294800	Glyma.06G294900	0.0436389	0.0441444	0.988547	0.864182
Glyma.06G295000	Glyma.06G295100	0.0626151	0.238043	0.263041	5.25623e-10
Glyma.06G297800	Glyma.06G297900	0.191148	0.909679	0.210127	1.86262e-06
Glyma.06G298600	Glyma.06G298700	0.0270807	0.355205	0.0762396	1.70419e-07
Glyma.06G299900	Glyma.06G300000	0.291014	0.988899	0.294281	9.24846e-07
Glyma.06G300100	Glyma.06G300200	0.100313	0.17761	0.564795	0.0161775
Glyma.06G300200	Glyma.06G300300	0.312283	1.41173	0.221206	2.41632e-17
Glyma.06G300300	Glyma.06G300400	0.320293	1.42217	0.225215	8.62554e-17
Glyma.06G302600	Glyma.06G302700	0.0701895	0.387251	0.181251	8.67231e-16
Glyma.06G302900	Glyma.06G303000	0.0104369	0.0318829	0.327353	0.257703
Glyma.06G304500	Glyma.06G304600	0.147766	0.182887	0.807962	0.301663
Glyma.06G304600	Glyma.06G304700	0.150442	0.172118	0.874066	0.544484
Glyma.06G304700	Glyma.06G304800	0.0539686	0.062481	0.863761	0.625365
Glyma.06G305600	Glyma.06G305700	0.367556	0.743125	0.494609	0.000916427
Glyma.06G307300	Glyma.06G307400	0.135942	0.103882	1.30861	0.452682
Glyma.06G308400	Glyma.06G308500	0.316708	2.04047	0.155213	2.12643e-06
Glyma.06G311000	Glyma.06G311100	0.0753126	0.154831	0.486418	2.99774e-07
Glyma.06G311100	Glyma.06G311200	0.0788893	0.218008	0.361864	1.79375e-14
Glyma.06G311600	Glyma.06G311700	0.116125	0.737052	0.157554	4.0874e-38
Glyma.06G312600	Glyma.06G312700	0.245782	1.96936	0.124803	6.00207e-30
Glyma.06G313500	Glyma.06G313600	0.173566	0.716346	0.242293	1.90178e-24
Glyma.06G313600	Glyma.06G313700	0.0904759	0.178737	0.506195	0.000376828
Glyma.06G313800	Glyma.06G313900	0.019076	0.0238006	0.801493	0.770568
Glyma.06G317100	Glyma.06G317200	0.166504	2.14242	0.0777176	2.29085e-53
Glyma.06G319400	Glyma.06G319500	0.153599	0.131654	1.16668	0.678032
Glyma.06G319600	Glyma.06G319700	0.039899	0.266521	0.149703	3.63848e-07
Glyma.06G319900	Glyma.06G320000	0.252255	0.250122	1.00853	1
Glyma.06G321500	Glyma.06G321600	0.101896	0.235553	0.432583	2.48942e-07
Glyma.06G322000	Glyma.06G322100	0.16312	0.553249	0.294841	6.17183e-06
Glyma.07G004600	Glyma.07G004700	0.317918	0.417947	0.760665	0.070521
Glyma.07G006800	Glyma.07G006900	0.119941	0.528258	0.22705	4.65902e-09
Glyma.07G006900	Glyma.07G007000	0.0740938	0.246006	0.301187	4.70016e-19
Glyma.07G011500	Glyma.07G011600	0.108392	0.240468	0.450753	5.28175e-07
Glyma.07G011800	Glyma.07G011900	0.0252078	0.0614604	0.410147	0.017807
Glyma.07G013100	Glyma.07G013200	0.139706	0.253605	0.550881	0.0439288
Glyma.07G013200	Glyma.07G013300	0.0967722	0.198588	0.487301	0.000122977
Glyma.07G014500	Glyma.07G014600	0.33028	0.48946	0.674785	0.061752
Glyma.07G014600	Glyma.07G014700	0.343462	0.900217	0.381532	0.00655845
Glyma.07G018700	Glyma.07G018800	0.139705	0.396996	0.351905	1.96709e-15
Glyma.07G022300	Glyma.07G022400	0.151576	0.386676	0.391998	9.94511e-11
Glyma.07G024200	Glyma.07G024300	0.00606885	0.0295125	0.205636	0.000541154
Glyma.07G024500	Glyma.07G024600	0.0112093	0.0341722	0.328025	0.00313914
Glyma.07G025100	Glyma.07G025200	0.0241299	0.0561762	0.42954	0.239329
Glyma.07G026100	Glyma.07G026200	0.412208	1.84821	0.223031	4.24689e-35
Glyma.07G027500	Glyma.07G027600	0.137342	0.377282	0.36403	9.90565e-12
Glyma.07G027600	Glyma.07G027700	0.0875686	0.133538	0.655758	0.0453043
Glyma.07G029600	Glyma.07G029700	0.129792	0.286035	0.453761	0.000103456
Glyma.07G034800	Glyma.07G034900	0.0988122	0.314639	0.314049	1.21172e-19
Glyma.07G035700	Glyma.07G035800	0.253326	0.537793	0.471048	0.0405412
Glyma.07G038500	Glyma.07G038600	0.288884	0.714673	0.404219	3.59278e-06
Glyma.07G038600	Glyma.07G038700	0.0772635	0.311733	0.247852	3.30792e-08
Glyma.07G038700	Glyma.07G038800	0.00652462	0.0255375	0.255491	0.0782085
Glyma.07G039000	Glyma.07G039100	0.227188	0.680586	0.333813	0.000100883
Glyma.07G044500	Glyma.07G044600	0.0531968	0.0398094	1.33629	0.465482
Glyma.07G044600	Glyma.07G044700	0.128354	0.351106	0.36557	0.000661013
Glyma.07G047900	Glyma.07G048000	0.272053	0.359476	0.756806	0.193321
Glyma.07G048000	Glyma.07G048100	0.129131	0.192969	0.66918	0.0730934
Glyma.07G048700	Glyma.07G048800	0.0944456	0.254529	0.371061	3.32689e-06
Glyma.07G048800	Glyma.07G048900	0.295167	1.42111	0.207701	5.68208e-23
Glyma.07G054100	Glyma.07G054200	0.0500443	0.164003	0.305142	9.59181e-10
Glyma.07G059400	Glyma.07G059500	0.110613	NA	NA	NA
Glyma.07G059900	Glyma.07G060000	0.00840675	0.0851379	0.0987427	1.05517e-06
Glyma.07G061900	Glyma.07G062000	0.276757	0.423732	0.653141	0.0515847
Glyma.07G065500	Glyma.07G065600	0.0882047	0.0896214	0.984192	0.920715
Glyma.07G066900	Glyma.07G067000	0.059605	0.184209	0.323572	5.86349e-09
Glyma.07G067200	Glyma.07G067300	0.0147058	0.0452899	0.324705	0.00278161
Glyma.07G071400	Glyma.07G071500	0.114434	0.17024	0.672196	0.0547269
Glyma.07G071500	Glyma.07G071600	0.0876172	0.146227	0.599186	0.0247726
Glyma.07G073800	Glyma.07G073900	0.262284	3.09761	0.0846731	4.63392e-41
Glyma.07G075400	Glyma.07G075500	0.220101	0.509184	0.432261	0.000365372
Glyma.07G076300	Glyma.07G076400	0.100164	0.176741	0.566725	0.0639344
Glyma.07G076500	Glyma.07G076600	0.406242	1.86949	0.217301	3.2899e-10
Glyma.07G077200	Glyma.07G077300	0.436376	0.426027	1.02429	0.689766
Glyma.07G079400	Glyma.07G079500	0.0971172	0.0850295	1.14216	0.722347
Glyma.07G081800	Glyma.07G081900	0.121212	0.242824	0.499176	0.000489284
Glyma.07G081900	Glyma.07G082000	0.285368	1.33465	0.213815	3.08518e-27
Glyma.07G082000	Glyma.07G082100	0.251405	0.818527	0.307143	7.3526e-14
Glyma.07G082400	Glyma.07G082500	0.511203	3.90203	0.131009	7.23151e-35
Glyma.07G083200	Glyma.07G083300	0.0569726	0.215886	0.263902	1.98756e-11
Glyma.07G083300	Glyma.07G083400	0.380844	4.28915	0.0887922	1.27409e-60
Glyma.07G087400	Glyma.07G087500	0.131438	0.90705	0.144907	2.9529e-43
Glyma.07G087500	Glyma.07G087600	0.0754266	0.418449	0.180253	1.61357e-11
Glyma.07G089700	Glyma.07G089800	0.196191	0.662726	0.296036	1.24728e-18
Glyma.07G089800	Glyma.07G089900	0.309497	1.68009	0.184214	1.04641e-33
Glyma.07G094100	Glyma.07G094200	0.212754	0.525204	0.405088	1.10178e-11
Glyma.07G095000	Glyma.07G095100	0.0570936	0.141351	0.403913	0.000178757
Glyma.07G095100	Glyma.07G095200	0.026601	0.0524577	0.507095	0.0750494
Glyma.07G095400	Glyma.07G095500	0.19621	0.603161	0.325303	1.0052e-12
Glyma.07G095500	Glyma.07G095600	0.22253	0.585588	0.380011	0.00146188
Glyma.07G095700	Glyma.07G095800	0.0643542	0.188883	0.34071	1.83878e-06
Glyma.07G096800	Glyma.07G096900	0.160761	0.359913	0.446666	0.00446923
Glyma.07G096900	Glyma.07G097000	0.164544	0.352074	0.467356	8.22315e-05
Glyma.07G098900	Glyma.07G099000	0.187037	0.259823	0.719864	0.626841
Glyma.07G099900	Glyma.07G100000	0.16906	0.374705	0.451181	1.79856e-08
Glyma.07G100000	Glyma.07G100100	0.133793	0.300914	0.44462	1.14202e-06
Glyma.07G103700	Glyma.07G103800	0.0849554	0.217869	0.389938	0.000476211
Glyma.07G103800	Glyma.07G103900	0.0935107	0.382594	0.244412	1.03661e-07
Glyma.07G103900	Glyma.07G104000	0.118306	0.275971	0.428689	0.0104932
Glyma.07G107300	Glyma.07G107400	0.026358	0.227102	0.116062	2.15531e-13
Glyma.07G111000	Glyma.07G111100	0.102283	0.173312	0.590163	0.00648325
Glyma.07G111300	Glyma.07G111400	0.160893	0.488706	0.329222	8.91344e-13
Glyma.07G111400	Glyma.07G111500	0.145278	0.351042	0.413847	3.86205e-08
Glyma.07G113100	Glyma.07G113200	0.257632	0.603806	0.426679	7.82833e-08
Glyma.07G115400	Glyma.07G115500	0.319885	1.95289	0.163801	2.66922e-25
Glyma.07G117500	Glyma.07G117600	0.273373	0.418163	0.653748	0.0245458
Glyma.07G117900	Glyma.07G118000	0.10234	0.190422	0.537437	0.0342477
Glyma.07G118100	Glyma.07G118200	0.116009	0.198429	0.584639	0.00329486
Glyma.07G124600	Glyma.07G124700	0.0425717	0.0882627	0.482329	0.173017
Glyma.07G134800	Glyma.07G134900	0.231326	0.289524	0.798988	0.490936
Glyma.07G136000	Glyma.07G136100	0.147259	0.318659	0.462122	0.000374816
Glyma.07G136100	Glyma.07G136200	0.17908	1.0224	0.175156	1.37212e-15
Glyma.07G136900	Glyma.07G137000	0.393055	1.81759	0.216251	5.90161e-47
Glyma.07G138100	Glyma.07G138200	0.23004	0.582894	0.394652	0.00455056
Glyma.07G139600	Glyma.07G139700	0.0813199	0.242528	0.335301	6.51243e-05
Glyma.07G139700	Glyma.07G139800	0.0136275	0.0129787	1.04999	0.90858
Glyma.07G139800	Glyma.07G139900	0.0229669	0.12217	0.187991	2.67508e-05
Glyma.07G139900	Glyma.07G140000	0.0572783	0.139412	0.410858	0.00434499
Glyma.07G140000	Glyma.07G140100	0.0861496	0.285925	0.301302	4.66341e-06
Glyma.07G140300	Glyma.07G140400	0.0838779	0.203156	0.412875	0.0247034
Glyma.07G140400	Glyma.07G140500	0.107953	0.18485	0.584003	0.0564499
Glyma.07G142400	Glyma.07G142500	0.15807	0.634113	0.249278	2.57278e-26
Glyma.07G142500	Glyma.07G142600	0.233036	0.682671	0.341359	9.35117e-19
Glyma.07G144000	Glyma.07G144100	0.196904	0.0860503	2.28824	0.053509
Glyma.07G147800	Glyma.07G147900	0.281407	0.318771	0.882787	0.724087
Glyma.07G150200	Glyma.07G150300	0.16723	0.670753	0.249317	6.24538e-12
Glyma.07G150300	Glyma.07G150400	0.256278	2.03446	0.125968	1.0105e-17
Glyma.07G151800	Glyma.07G151900	0.0854542	0.249638	0.342313	3.23249e-10
Glyma.07G153200	Glyma.07G153300	0.209108	0.424078	0.493089	2.63202e-05
Glyma.07G178100	Glyma.07G178200	0.0462718	0.139918	0.330705	0.0038666
Glyma.07G178200	Glyma.07G178300	0.0485646	0.180859	0.268522	0.000133241
Glyma.07G183200	Glyma.07G183300	0.121304	0.303072	0.400247	5.92272e-09
Glyma.07G183300	Glyma.07G183400	0.154366	0.507186	0.304357	2.87664e-15
Glyma.07G186000	Glyma.07G186100	0.055969	0.306245	0.182759	3.03543e-16
Glyma.07G187600	Glyma.07G187700	0.402788	4.36994	0.0921725	6.72161e-55
Glyma.07G190400	Glyma.07G190500	0.34784	0.590408	0.589153	0.121242
Glyma.07G193200	Glyma.07G193300	0.0300397	0.00974958	3.08113	0.41985
Glyma.07G193300	Glyma.07G193400	0.287574	0.67558	0.42567	2.72512e-10
Glyma.07G193400	Glyma.07G193500	0.289304	0.716087	0.404007	1.9347e-11
Glyma.07G194300	Glyma.07G194400	0.223717	0.358746	0.623607	0.00176492
Glyma.07G202300	Glyma.07G202400	0.0594902	0.424456	0.140157	6.7533e-10
Glyma.07G204800	Glyma.07G204900	0.157959	0.562756	0.280688	1.92223e-15
Glyma.07G204900	Glyma.07G205000	0.193822	0.340403	0.569391	0.00246318
Glyma.07G205300	Glyma.07G205400	0.223165	0.530372	0.42077	2.1274e-05
Glyma.07G209000	Glyma.07G209100	0.12726	0.255746	0.497602	0.00148922
Glyma.07G209800	Glyma.07G209900	0.177431	0.185226	0.957917	1
Glyma.07G211000	Glyma.07G211100	0.407342	2.66632	0.152773	1.94975e-26
Glyma.07G211100	Glyma.07G211200	0.194607	0.568289	0.342444	6.30761e-11
Glyma.07G218800	Glyma.07G218900	0.132092	0.489556	0.26982	2.00322e-23
Glyma.07G220400	Glyma.07G220500	0.0979771	0.414851	0.236174	8.10048e-20
Glyma.07G225300	Glyma.07G225400	0.19139	4.15863	0.0460224	8.81937e-147
Glyma.07G226400	Glyma.07G226500	0.285419	1.31747	0.216641	3.5628e-38
Glyma.07G233900	Glyma.07G234000	0.225229	2.09337	0.107592	9.22322e-71
Glyma.07G235000	Glyma.07G235100	0.00834186	0.00839219	0.994003	0.681821
Glyma.07G236400	Glyma.07G236500	0.157724	0.18058	0.873429	0.816289
Glyma.07G236800	Glyma.07G236900	0.0435547	0.00430386	10.1199	0.00217439
Glyma.07G238400	Glyma.07G238500	0.135868	0.295652	0.459554	1.12015e-05
Glyma.07G240800	Glyma.07G240900	0.149525	0.430115	0.347641	0.00228775
Glyma.07G242100	Glyma.07G242200	0.0919331	0.331512	0.277315	1.57811e-14
Glyma.07G243500	Glyma.07G243600	0.046052	0.130188	0.353734	0.00661215
Glyma.07G246300	Glyma.07G246400	0.0520217	0.159488	0.326179	0.024009
Glyma.07G247700	Glyma.07G247800	0.231169	0.668212	0.345951	4.84969e-07
Glyma.07G251200	Glyma.07G251300	0.740907	1.80728	0.409956	1.03552e-05
Glyma.07G253500	Glyma.07G253600	0.157378	0.356904	0.440954	0.000149528
Glyma.07G254600	Glyma.07G254700	0.241528	1.70403	0.14174	1.44666e-36
Glyma.07G254700	Glyma.07G254800	0.137153	0.350424	0.391391	9.59595e-09
Glyma.07G254800	Glyma.07G254900	0.0618929	0.269254	0.229868	1.72128e-13
Glyma.07G255700	Glyma.07G255800	0.165568	0.282144	0.58682	0.0218945
Glyma.07G256000	Glyma.07G256100	0.0680721	0.303093	0.224591	0.000240892
Glyma.07G256300	Glyma.07G256400	0.0379429	0.128573	0.295108	4.40106e-05
Glyma.07G258600	Glyma.07G258700	0.226411	1.18332	0.191335	4.93702e-32
Glyma.07G259700	Glyma.07G259800	0.0465393	0.327117	0.142271	7.54687e-07
Glyma.07G259800	Glyma.07G259900	0.127301	0.327656	0.388519	0.0262311
Glyma.07G262200	Glyma.07G262300	0.209225	1.2593	0.166144	6.79505e-21
Glyma.07G262300	Glyma.07G262400	0.016246	0.0224664	0.723123	0.46481
Glyma.07G265600	Glyma.07G265700	0.0354351	0.0861279	0.411424	2.93307e-05
Glyma.07G267000	Glyma.07G267100	0.258757	1.13722	0.227534	1.61737e-16
Glyma.07G270700	Glyma.07G270800	0.244745	0.660219	0.370704	4.14128e-24
Glyma.08G013800	Glyma.08G013900	0.161234	3.47138	0.0464467	4.88346e-39
Glyma.08G019900	Glyma.08G020000	0.216959	3.56049	0.0609352	4.05258e-42
Glyma.08G021300	Glyma.08G021400	0.730094	1.37042	0.532751	1.65062e-10
Glyma.08G021500	Glyma.08G021600	0.0884193	0.219253	0.403275	1.43731e-06
Glyma.08G030400	Glyma.08G030500	0.134375	0.710313	0.189177	1.313e-16
Glyma.08G032500	Glyma.08G032600	0.037027	0.194962	0.18992	0.000122881
Glyma.08G034100	Glyma.08G034200	0.0377056	0.0225592	1.67141	0.707907
Glyma.08G046700	Glyma.08G046800	0.447024	1.06036	0.421576	1.21326e-06
Glyma.08G049700	Glyma.08G049800	0.066455	0.131782	0.50428	0.0358814
Glyma.08G059000	Glyma.08G059100	0.241062	1.7293	0.139398	3.87239e-41
Glyma.08G060900	Glyma.08G061000	0.437	3.86892	0.112952	5.39729e-28
Glyma.08G062000	Glyma.08G062100	0.110343	0.36162	0.305134	2.45887e-10
Glyma.08G062700	Glyma.08G062800	0.498134	1.59518	0.312275	4.86928e-12
Glyma.08G062800	Glyma.08G062900	0.434208	2.83979	0.152902	4.67418e-18
Glyma.08G063200	Glyma.08G063300	0.127663	0.496058	0.257354	8.50269e-16
Glyma.08G065300	Glyma.08G065400	0.253622	0.492455	0.515016	0.00438524
Glyma.08G065500	Glyma.08G065600	0.339009	0.960189	0.353065	3.29683e-11
Glyma.08G065700	Glyma.08G065800	0.13131	0.17323	0.75801	0.255571
Glyma.08G065800	Glyma.08G065900	0.0140401	0.0176436	0.795763	0.524919
Glyma.08G065900	Glyma.08G066000	0.233499	0.537367	0.434525	3.07482e-12
Glyma.08G066000	Glyma.08G066100	0.308354	1.17265	0.262954	3.68089e-30
Glyma.08G066100	Glyma.08G066200	0.392518	4.50343	0.0871599	2.3227e-67
Glyma.08G066300	Glyma.08G066400	0.20982	0.45488	0.461265	0.000464938
Glyma.08G068700	Glyma.08G068800	0.0221433	0.295804	0.0748581	5.72558e-09
Glyma.08G070700	Glyma.08G070800	0.156409	0.675406	0.231578	1.04941e-27
Glyma.08G071000	Glyma.08G071100	0.0643289	0.33799	0.190328	9.14116e-27
Glyma.08G071100	Glyma.08G071200	0.141291	0.602187	0.23463	7.67587e-32
Glyma.08G071500	Glyma.08G071600	0.184674	0.333368	0.553964	0.0150783
Glyma.08G072200	Glyma.08G072300	0.206758	1.91306	0.108077	1.87457e-36
Glyma.08G075900	Glyma.08G076000	0.326847	0.954676	0.342364	1.77887e-06
Glyma.08G076000	Glyma.08G076100	0.0567172	0.212372	0.267065	7.65369e-06
Glyma.08G076200	Glyma.08G076300	0.0785625	0.216236	0.363318	0.00428747
Glyma.08G078800	Glyma.08G078900	0.182447	0.473922	0.384973	0.00493419
Glyma.08G079100	Glyma.08G079200	0.177368	0.626291	0.283205	9.44802e-11
Glyma.08G080000	Glyma.08G080100	0.0584396	0.143174	0.408172	6.85364e-06
Glyma.08G080400	Glyma.08G080500	0.195064	0.762335	0.255877	2.8485e-26
Glyma.08G080600	Glyma.08G080700	0.102652	0.370688	0.276922	1.59147e-17
Glyma.08G081700	Glyma.08G081800	0.107855	0.299601	0.359997	3.69406e-07
Glyma.08G083400	Glyma.08G083500	0.0696205	0.134279	0.518477	0.119226
Glyma.08G089200	Glyma.08G089300	0.293377	0.614525	0.477405	2.169e-08
Glyma.08G089400	Glyma.08G089500	0.220418	1.91175	0.115296	2.31542e-37
Glyma.08G091300	Glyma.08G091400	0.0366292	0.164886	0.222149	6.14261e-12
Glyma.08G091400	Glyma.08G091500	0.0283069	0.207487	0.136427	9.99425e-21
Glyma.08G093500	Glyma.08G093600	0.309972	2.21892	0.139695	3.53746e-35
Glyma.08G096600	Glyma.08G096700	0.0806644	0.136362	0.591546	0.0271722
Glyma.08G096700	Glyma.08G096800	0.0807765	0.180215	0.448223	0.000494154
Glyma.08G098300	Glyma.08G098400	0.111544	1.67712	0.0665091	9.24129e-11
Glyma.08G103900	Glyma.08G104000	0.263959	0.885417	0.298118	1.96329e-07
Glyma.08G106000	Glyma.08G106100	0.110228	0.388956	0.283394	0.00129104
Glyma.08G107500	Glyma.08G107600	0.21371	0.850394	0.251308	3.13441e-23
Glyma.08G109200	Glyma.08G109300	0.00327596	0.0964748	0.0339566	8.03191e-13
Glyma.08G109300	Glyma.08G109400	0.00213902	0.0730851	0.0292676	1.3702e-09
Glyma.08G110400	Glyma.08G110500	0.00667956	0.0114517	0.583283	0.351821
Glyma.08G111700	Glyma.08G111800	0.26501	0.453501	0.584364	0.122522
Glyma.08G112100	Glyma.08G112200	0.343337	2.49095	0.137834	1.82791e-06
Glyma.08G112400	Glyma.08G112500	0.603409	3.36348	0.1794	1.30078e-16
Glyma.08G114000	Glyma.08G114100	0.00649034	0.170227	0.0381276	1.08311e-07
Glyma.08G114300	Glyma.08G114400	0.0654341	0.0755985	0.865548	0.660787
Glyma.08G116300	Glyma.08G116400	0.115671	0.149696	0.772703	0.242742
Glyma.08G118700	Glyma.08G118800	0.147054	0.490742	0.299657	1.27704e-07
Glyma.08G118800	Glyma.08G118900	0.13468	0.341684	0.394165	2.59287e-05
Glyma.08G119400	Glyma.08G119500	0.0184099	0.0515542	0.357097	0.0133771
Glyma.08G120100	Glyma.08G120200	0.20358	0.270031	0.753912	0.166632
Glyma.08G122100	Glyma.08G122200	0.105113	0.316651	0.331951	9.10153e-11
Glyma.08G125000	Glyma.08G125100	0.0294735	0.0855437	0.344543	6.48562e-05
Glyma.08G128800	Glyma.08G128900	0.033102	0.0859775	0.385008	1.91916e-07
Glyma.08G129600	Glyma.08G129700	0.155686	0.972306	0.16012	6.36492e-55
Glyma.08G130600	Glyma.08G130700	0.130479	0.490048	0.266258	1.37248e-14
Glyma.08G136700	Glyma.08G136800	0.101285	0.400304	0.25302	1.37087e-19
Glyma.08G140400	Glyma.08G140500	0.121058	0.250282	0.483686	7.24029e-06
Glyma.08G140500	Glyma.08G140600	0.1117	0.220052	0.50761	4.26159e-05
Glyma.08G141700	Glyma.08G141800	0.027589	0.209583	0.131637	6.22634e-10
Glyma.08G150300	Glyma.08G150400	0.354982	1.01048	0.351301	1.63766e-09
Glyma.08G150400	Glyma.08G150500	0.12301	0.378298	0.325167	9.56069e-12
Glyma.08G155500	Glyma.08G155600	0.019704	0.0476836	0.413223	0.228308
Glyma.08G164700	Glyma.08G164800	0.10434	0.269035	0.387832	3.28386e-06
Glyma.08G165400	Glyma.08G165500	0.0862305	2.8687	0.0300591	1.52706e-86
Glyma.08G165800	Glyma.08G165900	0.248415	0.843664	0.294448	4.82212e-42
Glyma.08G166000	Glyma.08G166100	0.273847	0.439203	0.623509	0.00240021
Glyma.08G166100	Glyma.08G166200	0.386302	1.28581	0.300434	5.98966e-09
Glyma.08G166900	Glyma.08G167000	0.113762	0.171206	0.664471	0.099921
Glyma.08G167400	Glyma.08G167500	0.257182	0.888773	0.289367	2.63034e-05
Glyma.08G169100	Glyma.08G169200	0.122421	0.280433	0.436544	2.187e-05
Glyma.08G169200	Glyma.08G169300	0.102202	0.175734	0.58157	0.0157055
Glyma.08G170000	Glyma.08G170100	0.130908	0.905963	0.144496	9.88499e-20
Glyma.08G170800	Glyma.08G170900	0.148254	0.344076	0.430875	0.0843161
Glyma.08G171300	Glyma.08G171400	0.254165	0.665843	0.381719	0.054665
Glyma.08G171700	Glyma.08G171800	0.149349	0.910407	0.164046	4.15786e-58
Glyma.08G175100	Glyma.08G175200	0.234236	1.9364	0.120965	2.8491e-14
Glyma.08G179600	Glyma.08G179700	0.226495	0.908831	0.249216	3.84318e-16
Glyma.08G179700	Glyma.08G179800	0.19392	1.2737	0.152249	5.95397e-08
Glyma.08G182800	Glyma.08G182900	0.316632	1.73951	0.182023	5.40683e-13
Glyma.08G189100	Glyma.08G189200	0.308527	1.07833	0.286115	1.20839e-05
Glyma.08G189200	Glyma.08G189300	0.235861	0.698995	0.337429	6.84373e-21
Glyma.08G189400	Glyma.08G189500	0.167604	0.62254	0.269226	6.10554e-33
Glyma.08G189600	Glyma.08G189700	0.119951	0.33516	0.357891	0.0011841
Glyma.08G189700	Glyma.08G189800	0.0835006	0.395381	0.21119	3.7608e-07
Glyma.08G191900	Glyma.08G192000	0.0763912	0.260018	0.293792	1.38074e-12
Glyma.08G194600	Glyma.08G194700	0.175641	0.816705	0.215061	3.07822e-82
Glyma.08G195000	Glyma.08G195100	0.0325959	0.281303	0.115875	5.57317e-14
Glyma.08G195700	Glyma.08G195800	0.243655	0.305039	0.798766	0.512838
Glyma.08G196800	Glyma.08G196900	0.139373	0.49207	0.283237	1.75906e-16
Glyma.08G196900	Glyma.08G197000	0.111121	0.26898	0.413121	7.58622e-07
Glyma.08G197000	Glyma.08G197100	0.104627	0.195939	0.533978	0.00131812
Glyma.08G197100	Glyma.08G197200	0.0689902	0.148015	0.466101	0.00677106
Glyma.08G198100	Glyma.08G198200	0.0281015	0.029156	0.963831	0.874383
Glyma.08G200000	Glyma.08G200100	0.327263	0.67048	0.488103	0.000546774
Glyma.08G200100	Glyma.08G200200	0.325352	0.361681	0.899556	0.692087
Glyma.08G201900	Glyma.08G202000	0.0220378	0.113361	0.194403	3.84332e-16
Glyma.08G203700	Glyma.08G203800	0.0612173	0.265731	0.230374	0.000147879
Glyma.08G203900	Glyma.08G204000	0.135277	0.480281	0.281663	1.40308e-21
Glyma.08G206400	Glyma.08G206500	0.271886	1.37073	0.198351	3.87609e-10
Glyma.08G215100	Glyma.08G215200	0.175066	0.424324	0.412577	2.49173e-08
Glyma.08G215500	Glyma.08G215600	0.513408	2.61707	0.196177	2.66502e-12
Glyma.08G217800	Glyma.08G217900	0.126347	0.285689	0.442255	0.00062197
Glyma.08G219400	Glyma.08G219500	0.102647	0.281806	0.364247	2.56807e-09
Glyma.08G219600	Glyma.08G219700	0.120065	0.101538	1.18246	0.996648
Glyma.08G228400	Glyma.08G228500	0.162315	0.466883	0.347657	0.0604536
Glyma.08G228500	Glyma.08G228600	0.0103368	0.0380262	0.271833	0.352326
